id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,latitude,longitude,total_vitimas,n_mortos,n_feridos_graves,n_feridos_leves,n_ilesos,n_ignorados,indice_gravidade,gravidade_cat,tracado_simplificado,pista_tipo,area_tipo,clima_adverso,periodo_dia,municipio_clean,mca_dim_1,mca_dim_2,mca_dim_3,mca_dim_4,mca_dim_5,cluster
612150,2024-07-05,sexta-feira,11:07:00,GO,40,"24,8 ",LUZIANIA,Não,Velocidade Incompatível,Queda de ocupante de veículo,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim  ,-16.2504953,-47.9022419,12.0,6.0,0,0,6,0,24,Fatal,Reta,Simples,Urbana,Normal,Dia,LUZIANIA,-0.2238275204540604,-0.37145418210567815,-0.24470351500921547,-0.24686610225240022,0.11814127443516707,1
612955,2024-07-08,segunda-feira,08:05:00,DF,60,5    ,BRASILIA,Não,Afundamento ou ondulação no pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.895438,-48.104771,2.0,0.0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
613407,2024-07-10,quarta-feira,07:45:00,DF,0,0    ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão transversal,Sem Vítimas,Amanhecer,Não Informado,Sol,Dupla,Rotatória,Sim  ,-15.871818,-47.973283,6.0,0.0,0,0,6,0,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Transicao,BRASILIA,-0.31304622174956953,0.013447455282033553,0.8995891008982643,-0.4593860821076428,-1.0731086390676443,9
614143,2024-07-13,sábado,12:18:00,DF,251,"47,1 ",BRASILIA,Não,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim  ,-15.948113,-47.845235,27.0,0.0,9,18,0,0,36,Grave,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.9566890057525133,-0.2907006954348869,0.12421780267315062,-0.21842134709987898,0.5135030406082108,5
613988,2024-07-12,sexta-feira,18:45:00,DF,251,58   ,BRASILIA,Não,Iluminação deficiente,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não  ,-15.948113,-47.845235,8.0,0.0,0,4,4,0,4,Leve,Reta,Simples,Rural,Normal,Noite,BRASILIA,-0.07000944677736169,-0.4365976829166499,-0.35509830740700743,0.23910423401873382,-0.361606446874318,1
614633,2024-07-15,segunda-feira,13:10:00,DF,251,51   ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim  ,-15.933754,-47.817089,15.0,0.0,0,0,15,0,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.6881079262248699,0.4292719031397281,0.45147216161222486,-0.5950499011363483,-0.15906787248980672,5
614934,2024-07-17,quarta-feira,00:30:00,DF,70,"7,4  ",BRASILIA,Não,Iluminação deficiente,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Declive;Reta,Sim  ,-15.787601,-48.114429,8.0,0.0,0,8,0,0,8,Leve,Inclinacao,Simples,Urbana,Normal,Noite,BRASILIA,-0.053831888699877144,0.09106246710013134,-0.5432514711333157,0.3495163991356839,-0.342455773119844,8
615372,2024-07-19,sexta-feira,03:00:00,GO,20,36   ,FORMOSA,Não,Demais falhas na via,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Declive;Em Obras,Não  ,-15.446499,-47.097328,18.0,0.0,0,6,12,0,6,Leve,Inclinacao,Simples,Rural,Normal,Noite,FORMOSA,0.4327416944550002,-0.14979612171401213,-0.5704750118080061,0.29374071996429857,-0.22543268846866,4
615650,2024-07-20,sábado,07:18:00,DF,80,22   ,BRASILIA,Não,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Interseção de Vias,Sim  ,-15.647892,-48.201756,16.0,0.0,0,4,12,0,4,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
615682,2024-07-20,sábado,10:52:00,GO,40,13   ,LUZIANIA,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Ponte;Reta,Sim  ,-16.151832,-47.939162,4.0,0.0,0,4,0,0,4,Leve,Obra_Arte,Simples,Urbana,Normal,Dia,LUZIANIA,-0.6296783818574463,1.0954044650628283,0.12277016109252863,2.8089514224898156,1.0245121087972981,7
615858,2024-07-21,domingo,05:15:00,GO,70,0    ,AGUAS LINDAS DE GOIAS,Não,Curva acentuada,Saída de leito carroçável,Sem Vítimas,Amanhecer,Crescente,Ignorado,Dupla,Aclive;Curva,Não  ,-15.783543,-48.2326,3.0,0.0,0,0,3,0,0,Sem_Lesoes,Curva,Simples,Rural,Adverso,Transicao,AGUAS LINDAS DE GOIAS,1.0613042480183061,0.10789971500949623,1.2237098606814503,-0.5612442222605127,-0.3461883347790729,6
617038,2024-07-26,sexta-feira,17:00:00,DF,70,19   ,BRASILIA,Não,Curva acentuada,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive;Curva,Sim  ,-15.788868,-48.220242,6.0,0.0,6,0,0,0,12,Grave,Curva,Simples,Urbana,Normal,Dia,BRASILIA,-0.3777219115020304,-0.4789497612764356,0.5910267453122885,-0.14274647679585517,1.0492946133305388,9
617039,2024-07-26,sexta-feira,16:00:00,DF,20,"3,9  ",BRASILIA,Não,Frear bruscamente,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Não  ,-15.679851,-47.832211,8.0,0.0,0,8,0,0,8,Leve,Inclinacao,Simples,Rural,Normal,Dia,BRASILIA,0.370862795416916,0.09322664027451247,-0.012236955754587489,0.26697247034766003,0.15646383229611288,8
617461,2024-07-28,domingo,06:10:00,GO,40,"73,9 ",CRISTALINA,Sim,Acumulo de óleo sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Curva;Aclive,Não  ,-16.621476,-47.748846,1.0,0.0,0,1,0,0,1,Leve,Curva,Simples,Rural,Normal,Transicao,CRISTALINA,0.8221404529103374,-0.7976484346273686,1.1180656305715884,0.4236746737348246,-0.35795911996505503,6
617811,2024-07-30,terça-feira,06:24:00,DF,40,7    ,BRASILIA,Sim,Acumulo de óleo sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-16.038666,-47.979691,2.0,0.0,0,1,1,0,1,Leve,Reta,Simples,Urbana,Normal,Transicao,BRASILIA,-0.2434002244950228,-0.3685407799716764,0.6784802286071409,0.4037754826021861,-1.0107737773385668,9
618022,2024-06-09,domingo,15:53:00,GO,20,3    ,FORMOSA,Sim,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Declive,Sim  ,-15.567487,-47.320309,4.0,0.0,2,0,2,0,4,Grave,Inclinacao,Simples,Urbana,Normal,Dia,FORMOSA,-0.4539378645201514,-0.0038991342322491204,-0.09115890172784796,-0.16378486115431426,0.6496767990138689,5
618696,2024-08-03,sábado,05:15:00,GO,20,"56,1 ",FORMOSA,Não,Reação tardia ou ineficiente do condutor,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não  ,-15.280248,-47.154476,8.0,4.0,0,0,4,0,16,Fatal,Reta,Simples,Rural,Normal,Noite,FORMOSA,0.3246249617389011,-0.8553355329083462,-0.8301651117373243,-0.275873531807147,-0.14673216167842174,4
618844,2024-08-03,sábado,19:16:00,DF,60,"7,5  ",BRASILIA,Não,Velocidade Incompatível,Queda de ocupante de veículo,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Múltipla,Declive;Reta,Sim  ,-15.89927,-48.1162262,36.0,12.0,0,12,0,12,60,Fatal,Inclinacao,Multipla,Urbana,Normal,Noite,BRASILIA,0.34080251981638565,-0.32767538289156495,-1.0183182754636326,-0.16546136669019695,-0.12758148792394775,4
620272,2024-08-10,sábado,07:20:00,DF,60,"5,4  ",BRASILIA,Não,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Sim  ,-15.896838,-48.10911,12.0,0.0,6,0,0,6,12,Grave,Inclinacao,Simples,Urbana,Normal,Dia,BRASILIA,-0.4539378645201514,-0.0038991342322491204,-0.09115890172784796,-0.16378486115431426,0.6496767990138689,5
620603,2024-08-11,domingo,18:00:00,DF,80,"32,2 ",BRASILIA,Não,Restrição de visibilidade em curvas verticais,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não  ,-15.574078,-48.191849,40.0,8.0,0,32,0,0,64,Fatal,Curva,Simples,Rural,Normal,Noite,BRASILIA,0.903592055989384,-1.0435845987498948,-0.3633561690981864,-0.20019866150312318,0.38905941104390607,4
620875,2024-08-12,segunda-feira,22:20:00,DF,80,"9,8  ",BRASILIA,Sim,Pista Escorregadia,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Rotatória,Sim  ,-15.731064,-48.159393,2.0,0.0,2,0,0,0,4,Grave,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.8948101067144291,-0.5337234574234115,-0.43402025338026795,-0.19165309748324044,0.13160651984343805,1
621146,2024-08-14,quarta-feira,07:55:00,DF,20,"10,4 ",BRASILIA,Não,Acumulo de areia ou detritos sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Em Obras,Sim  ,-15.648315,-47.770342,4.0,0.0,4,0,0,0,8,Grave,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.9566890057525133,-0.2907006954348869,0.12421780267315062,-0.21842134709987898,0.5135030406082108,5
621483,2024-08-16,sexta-feira,02:10:00,DF,70,11   ,BRASILIA,Não,Iluminação deficiente,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.789762,-48.148727,8.0,0.0,0,8,0,0,8,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
621761,2024-08-17,sábado,08:40:00,DF,20,"10,8 ",BRASILIA,Não,Acostamento em desnível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Em Obras;Declive,Sim  ,-15.650243,-47.773872,6.0,0.0,0,6,0,0,6,Leve,Inclinacao,Simples,Urbana,Normal,Dia,BRASILIA,-0.11571078773796133,0.33408522908865596,0.014986584920102804,0.32274814951904535,0.039440747644928845,8
621780,2024-08-17,sábado,10:30:00,DF,70,10   ,BRASILIA,Não,Ausência de sinalização,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-15.787066,-48.140709,12.0,0.0,0,6,6,0,6,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
621804,2024-08-17,sábado,12:33:00,DF,20,15   ,BRASILIA,Não,Velocidade Incompatível,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não  ,-15.630189,-47.733288,6.0,0.0,0,0,6,0,0,Sem_Lesoes,Reta,Simples,Rural,Normal,Dia,BRASILIA,-0.20153434306999263,0.1884133143255846,0.42424862093753457,-0.6508255803077336,-0.04204478783862267,5
621874,2024-08-17,sábado,19:00:00,DF,70,"9,9  ",BRASILIA,Não,Iluminação deficiente,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.787066,-48.140709,8.0,0.0,0,4,4,0,4,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
622015,2024-08-18,domingo,09:50:00,DF,20,"14,9 ",BRASILIA,Não,Velocidade Incompatível,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Em Obras;Reta,Não  ,-15.634938,-47.741241,6.0,0.0,6,0,0,0,12,Grave,Reta,Simples,Rural,Normal,Dia,BRASILIA,-0.47011542259763595,-0.5315592842490304,0.09699426199846035,-0.27419702627126435,0.6305261252593949,1
622056,2024-08-18,domingo,14:30:00,DF,20,"22,5 ",BRASILIA,Não,Deficiência do Sistema de Iluminação/Sinalização,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.5965014,-47.671566,4.0,0.0,2,0,0,2,4,Grave,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.9566890057525133,-0.2907006954348869,0.12421780267315062,-0.21842134709987898,0.5135030406082108,5
622418,2024-08-19,segunda-feira,22:50:00,DF,70,11   ,BRASILIA,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-15.789762,-48.148727,16.0,0.0,0,16,0,0,16,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
623631,2024-08-25,domingo,17:30:00,GO,80,99   ,VILA PROPICIO,Não,Ingestão de álcool pelo condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não  ,-15.208875,-48.697312,36.0,0.0,0,0,36,0,0,Sem_Lesoes,Reta,Simples,Rural,Normal,Noite,VILA PROPICIO,-0.13965544403190844,-0.054609447662939965,-0.133989435115884,-0.6240573306910951,-0.4239413086033955,8
624015,2024-08-11,domingo,22:59:00,DF,70,17   ,BRASILIA,Sim,Manobra de mudança de faixa,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.794133,-48.202095,18.0,0.0,0,12,6,0,12,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
625936,2024-09-05,quinta-feira,14:40:00,DF,70,5    ,BRASILIA,Sim,Falta de elemento de contenção que evite a saída do leito carroçável,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não  ,-15.794656,-48.096779,2.0,0.0,0,2,0,0,2,Leve,Reta,Multipla,Rural,Normal,Dia,BRASILIA,-0.1318883458154459,-0.19357492092812537,0.20313974864641113,0.21233598440209525,0.02029007389045485,5
626566,2024-09-08,domingo,03:00:00,GO,40,3    ,VALPARAISO DE GOIAS,Não,Deficiência do Sistema de Iluminação/Sinalização,Colisão lateral mesmo sentido,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Interseção de Vias,Sim  ,-16.076081,-47.985671,10.0,0.0,0,0,10,0,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Noite,VALPARAISO DE GOIAS,-0.6262290271867857,0.1862491411512035,-0.1067658944411937,-0.5682816515197098,-0.5409643932545796,5
627230,2024-09-10,terça-feira,23:30:00,DF,70,11   ,BRASILIA,Não,Iluminação deficiente,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.789762,-48.148727,16.0,0.0,2,0,14,0,4,Grave,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.8948101067144291,-0.5337234574234115,-0.43402025338026795,-0.19165309748324044,0.13160651984343805,1
627245,2024-07-16,terça-feira,21:30:00,GO,20,"36,1 ",FORMOSA,Sim,Acostamento em desnível,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não  ,-15.446499,-47.097328,3.0,0.0,1,1,1,0,3,Grave,Reta,Simples,Rural,Normal,Noite,FORMOSA,-0.40823652355955176,-0.774582046237555,-0.46124379405495824,-0.2474287766546258,0.24862960449462207,1
628003,2024-09-14,sábado,14:30:00,DF,40,6    ,BRASILIA,Não,Acumulo de óleo sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-16.029741,-47.978867,4.0,0.0,0,4,0,0,4,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
628742,2024-09-17,terça-feira,08:30:00,DF,60,"9,5  ",BRASILIA,Não,Frear bruscamente,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Desvio Temporário;Declive,Sim  ,-15.906293,-48.139965,20.0,0.0,0,5,15,0,5,Leve,Inclinacao,Simples,Urbana,Normal,Dia,BRASILIA,-0.11571078773796133,0.33408522908865596,0.014986584920102804,0.32274814951904535,0.039440747644928845,8
628922,2024-09-18,quarta-feira,12:30:00,DF,70,6    ,BRASILIA,Não,Transitar na contramão,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.791242,-48.105759,8.0,0.0,4,0,4,0,8,Grave,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.9566890057525133,-0.2907006954348869,0.12421780267315062,-0.21842134709987898,0.5135030406082108,5
629818,2024-09-22,domingo,10:30:00,GO,20,"58,9 ",FORMOSA,Não,Reação tardia ou ineficiente do condutor,Derramamento de carga,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Em Obras;Declive;Curva,Não  ,-15.263369,-47.16048,100.0,29.750000000000085,0,25,0,25,126,Fatal,Curva,Simples,Rural,Normal,Dia,FORMOSA,0.8417131569512998,-0.8005618367613703,0.19488188695523212,-0.22696691111976172,0.7709559318086789,3
631279,2024-09-29,domingo,01:00:00,GO,414,398  ,CORUMBA DE GOIAS,Não,Chuva,Eventos atípicos,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Aclive;Reta,Não  ,-15.9596635,-48.8155487,4.0,0.0,0,2,2,0,2,Leve,Inclinacao,Simples,Rural,Adverso,Noite,CORUMBA DE GOIAS,0.7415514868175157,0.3737637926691428,-0.6859396539892678,0.1719833886787901,-0.15132704155360036,2
631725,2024-09-30,segunda-feira,20:16:00,DF,80,34   ,BRASILIA,Não,Ingestão de álcool pelo condutor,Atropelamento de Animal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Aclive,Não  ,-15.558477,-48.195919,6.0,3.0,0,0,3,0,12,Fatal,Inclinacao,Simples,Rural,Normal,Noite,BRASILIA,0.827376102971263,-0.5685339717057084,-1.045541816138323,-0.22123704586158227,-0.010558403272763722,4
632173,2024-10-02,quarta-feira,20:00:00,GO,80,64   ,PADRE BERNARDO,Sim,Iluminação deficiente,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Declive,Não  ,-15.188176,-48.434225,4.0,0.0,0,2,2,0,2,Leve,Inclinacao,Simples,Rural,Normal,Noite,PADRE BERNARDO,0.4327416944550002,-0.14979612171401213,-0.5704750118080061,0.29374071996429857,-0.22543268846866,4
632203,2024-10-03,quinta-feira,07:50:00,GO,40,18   ,LUZIANIA,Sim,Ausência de sinalização,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-16.19349,-47.925575,3.0,0.0,0,0,3,0,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Dia,LUZIANIA,-0.6881079262248699,0.4292719031397281,0.45147216161222486,-0.5950499011363483,-0.15906787248980672,5
632520,2024-10-04,sexta-feira,16:00:00,GO,414,"370,9",COCALZINHO DE GOIAS,Sim,Acumulo de areia ou detritos sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Interseção de Vias;Retorno Regulamentado,Sim  ,-15.7527105,-48.74754,2.0,0.0,2,0,0,0,4,Grave,Reta,Simples,Urbana,Normal,Dia,COCALZINHO DE GOIAS,-0.9566890057525133,-0.2907006954348869,0.12421780267315062,-0.21842134709987898,0.5135030406082108,5
632993,2024-10-06,domingo,12:10:00,DF,80,26   ,BRASILIA,Não,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não  ,-15.612259,-48.198044,4.0,0.0,0,4,0,0,4,Leve,Curva,Simples,Rural,Normal,Dia,BRASILIA,0.44707874843503703,-0.381823986769674,0.669948691285549,0.2880108547061191,0.5560816466127827,3
633322,2024-10-07,segunda-feira,18:30:00,DF,20,"1,7  ",BRASILIA,Não,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Múltipla,Reta;Declive,Não  ,-15.685814,-47.849838,30.0,0.0,0,10,20,0,10,Leve,Inclinacao,Multipla,Rural,Normal,Transicao,BRASILIA,0.7459244998922164,-0.322597807583182,0.435879983531452,0.4026362893763655,-0.7575769342817248,3
633600,2024-10-09,quarta-feira,06:55:00,DF,20,"28,9 ",BRASILIA,Não,Pista Escorregadia,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Dupla,Reta,Não  ,-15.598319,-47.621925,4.0,0.0,0,4,0,0,4,Leve,Reta,Simples,Rural,Adverso,Transicao,BRASILIA,0.55198315102237,-0.08583945440266502,0.5357920457511889,0.22624247214529228,-0.8196450457723231,3
633606,2024-10-09,quarta-feira,08:00:00,GO,40,5    ,VALPARAISO DE GOIAS,Sim,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-16.093134,-47.982236,2.0,0.0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Dia,VALPARAISO DE GOIAS,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
633689,2024-10-09,quarta-feira,14:20:00,DF,60,0    ,BRASILIA,Não,Avarias e/ou desgaste excessivo no pneu,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta;Viaduto,Sim  ,-15.882499,-48.060212,60.0,0.0,0,15,45,0,15,Leve,Obra_Arte,Simples,Urbana,Adverso,Dia,BRASILIA,-0.3208685894949308,1.6189643794459831,0.007305518911266911,2.687194091204307,1.0986177557123578,7
634258,2024-10-11,sexta-feira,22:20:00,DF,251,"59,2 ",BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não  ,-15.948113,-47.845235,24.0,0.0,0,12,12,0,12,Leve,Reta,Simples,Rural,Normal,Noite,BRASILIA,-0.07000944677736169,-0.4365976829166499,-0.35509830740700743,0.23910423401873382,-0.361606446874318,1
634435,2024-10-12,sábado,15:00:00,GO,60,66   ,ABADIANIA,Sim,Pista Escorregadia,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não  ,-16.2138,-48.7457,4.0,0.0,0,4,0,0,4,Leve,Reta,Simples,Rural,Adverso,Dia,ABADIANIA,0.17692144654706965,0.3299849934550295,0.0876751064651494,0.0905786531165868,0.09439572080551449,8
634447,2024-10-12,sábado,16:04:00,DF,70,"19,6 ",BRASILIA,Não,Avarias e/ou desgaste excessivo no pneu,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Declive,Não  ,-15.788868,-48.220242,16.0,0.0,8,8,0,0,24,Grave,Inclinacao,Multipla,Rural,Adverso,Dia,BRASILIA,0.3414455109972414,0.27880219133676226,-0.2338470845838,-0.341317871611208,0.8408055305801125,8
634657,2024-10-13,domingo,17:30:00,GO,20,"3,5  ",FORMOSA,Não,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim  ,-15.567487,-47.320309,6.0,0.0,0,0,3,3,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Dia,FORMOSA,-0.6881079262248699,0.4292719031397281,0.45147216161222486,-0.5950499011363483,-0.15906787248980672,5
635332,2024-10-16,quarta-feira,15:25:00,DF,60,"8,2  ",BRASILIA,Não,Pista Escorregadia,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim  ,-15.90324,-48.130695,32.0,0.0,0,0,32,0,0,Sem_Lesoes,Reta,Simples,Urbana,Adverso,Dia,BRASILIA,-0.3792981338623544,0.9528318175228829,0.33600751943096313,-0.7168072324218567,-0.08496222557474707,7
634983,2024-10-15,terça-feira,00:15:00,DF,251,13   ,BRASILIA,Sim,Iluminação deficiente,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Rotatória,Não  ,-15.954415,-47.596806,2.0,0.0,0,2,0,0,2,Leve,Reta,Simples,Rural,Adverso,Noite,BRASILIA,0.2388003455851538,0.0869622314665049,-0.47056294958826916,0.11734690273322534,-0.28750079995925837,8
635106,2024-10-15,terça-feira,14:54:00,DF,20,5    ,BRASILIA,Sim,Acumulo de óleo sobre o pavimento,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Sim  ,-15.670546,-47.816044,2.0,0.0,0,1,1,0,1,Leve,Curva,Simples,Urbana,Adverso,Dia,BRASILIA,0.2693149576426752,0.3825945164276243,0.5817075897789776,0.22202920259199596,0.5131642088766584,0
635312,2024-10-16,quarta-feira,12:41:00,GO,40,"12,5 ",LUZIANIA,Não,Pista Escorregadia,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta;Retorno Regulamentado,Sim  ,-16.145123,-47.945382,6.0,0.0,0,0,3,3,0,Sem_Lesoes,Reta,Simples,Urbana,Adverso,Dia,LUZIANIA,-0.3792981338623544,0.9528318175228829,0.33600751943096313,-0.7168072324218567,-0.08496222557474707,7
635316,2024-10-16,quarta-feira,15:20:00,DF,60,"7,9  ",BRASILIA,Sim,Acumulo de óleo sobre o pavimento,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Reta;Declive,Sim  ,-15.901237,-48.122334,4.0,0.0,0,0,2,2,0,Sem_Lesoes,Inclinacao,Simples,Urbana,Adverso,Dia,BRASILIA,0.12345300737000746,1.2396333787255207,0.12063081502996452,-0.662170746476292,0.051211532830910955,7
