id,causa_acidente,classificacao_acidente,tipo_pista,tracado_via,fase_dia,condicao_metereologica,tipo_acidente,uso_solo,mortos,feridos_graves,feridos_leves,cluster
636768,Pista Escorregadia,Com Vítimas Feridas,Dupla,Curva;Aclive,Pleno dia,Nublado,Capotamento,Não  ,0,0,2,0
637264,Falta de elemento de contenção que evite a saída do leito carroçável,Com Vítimas Feridas,Dupla,Declive,Pleno dia,Chuva,Saída de leito carroçável,Sim  ,0,12,4,2
637528,Ausência de sinalização,Com Vítimas Feridas,Simples,Reta,Pleno dia,Céu Claro,Colisão lateral sentido oposto,Não  ,0,1,1,0
637552,Pista Escorregadia,Sem Vítimas,Dupla,Reta;Declive,Pleno dia,Chuva,Tombamento,Sim  ,0,0,0,1
638104,Pista Escorregadia,Com Vítimas Feridas,Simples,Reta;Declive,Plena Noite,Chuva,Capotamento,Sim  ,0,0,2,0
638598,Acesso irregular,Com Vítimas Feridas,Dupla,Reta,Pleno dia,Céu Claro,Colisão transversal,Sim  ,0,0,1,1
638983,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Feridas,Dupla,Reta,Amanhecer,Nublado,Colisão com objeto,Sim  ,0,0,1,2
639160,Acumulo de óleo sobre o pavimento,Com Vítimas Feridas,Simples,Declive;Reta,Pleno dia,Chuva,Colisão com objeto,Não  ,0,0,1,2
639541,Curva acentuada,Com Vítimas Feridas,Dupla,Curva,Pleno dia,Céu Claro,Tombamento,Não  ,0,0,8,0
639680,Iluminação deficiente,Com Vítimas Feridas,Simples,Declive;Reta,Plena Noite,Chuva,Capotamento,Não  ,0,0,6,0
639797,Demais falhas na via,Com Vítimas Fatais,Dupla,Rotatória,Anoitecer,Nublado,Atropelamento de Pedestre,Não  ,4,4,0,0
639843,Acesso irregular,Com Vítimas Feridas,Dupla,Reta,Plena Noite,Nublado,Colisão traseira,Sim  ,0,0,1,1
640057,Pista Escorregadia,Com Vítimas Feridas,Dupla,Reta;Aclive,Plena Noite,Chuva,Tombamento,Não  ,0,0,3,0
640059,Ausência de sinalização,Com Vítimas Feridas,Dupla,Em Obras,Plena Noite,Nublado,Tombamento,Não  ,0,0,3,0
640212,Pista Escorregadia,Com Vítimas Feridas,Dupla,Reta,Plena Noite,Nublado,Colisão com objeto,Sim  ,0,0,1,1
641195,Declive acentuado,Com Vítimas Feridas,Dupla,Reta;Declive,Anoitecer,Nublado,Queda de ocupante de veículo,Não  ,0,0,3,2
641214,Iluminação deficiente,Com Vítimas Feridas,Dupla,Reta,Plena Noite,Garoa/Chuvisco,Colisão lateral mesmo sentido,Sim  ,0,0,1,1
641615,Acumulo de água sobre o pavimento,Com Vítimas Feridas,Dupla,Reta;Interseção de Vias;Em Obras;Declive,Plena Noite,Chuva,Saída de leito carroçável,Sim  ,0,0,4,2
642313,Pista Escorregadia,Com Vítimas Feridas,Simples,Reta;Declive,Pleno dia,Garoa/Chuvisco,Colisão lateral sentido oposto,Não  ,0,0,1,0
642359,Acumulo de água sobre o pavimento,Com Vítimas Feridas,Dupla,Reta,Plena Noite,Chuva,Colisão com objeto,Sim  ,0,0,1,1
643404,Acumulo de areia ou detritos sobre o pavimento,Com Vítimas Feridas,Dupla,Interseção de Vias;Reta,Amanhecer,Nublado,Colisão lateral mesmo sentido,Sim  ,0,0,2,1
643409,Acumulo de areia ou detritos sobre o pavimento,Com Vítimas Feridas,Dupla,Reta,Pleno dia,Nublado,Tombamento,Sim  ,0,0,2,1
643509,Curva acentuada,Com Vítimas Feridas,Dupla,Curva,Pleno dia,Chuva,Tombamento,Sim  ,0,0,9,2
643521,Acumulo de óleo sobre o pavimento,Com Vítimas Feridas,Dupla,Reta,Pleno dia,Nublado,Queda de ocupante de veículo,Sim  ,0,0,2,1
643599,Iluminação deficiente,Com Vítimas Feridas,Simples,Reta,Plena Noite,Nublado,Incêndio,Não  ,0,4,0,0
643755,Acumulo de óleo sobre o pavimento,Com Vítimas Feridas,Dupla,Reta,Pleno dia,Nublado,Saída de leito carroçável,Não  ,0,0,4,2
644052,Pista Escorregadia,Com Vítimas Fatais,Dupla,Curva,Plena Noite,Nublado,Saída de leito carroçável,Não  ,3,0,0,0
644057,Acumulo de água sobre o pavimento,Com Vítimas Feridas,Dupla,Reta,Plena Noite,Chuva,Saída de leito carroçável,Sim  ,0,0,1,2
644067,Acesso irregular,Com Vítimas Feridas,Dupla,Reta,Plena Noite,Nublado,Capotamento,Sim  ,0,0,6,2
644853,Iluminação deficiente,Com Vítimas Fatais,Dupla,Reta;Aclive,Plena Noite,Nublado,Colisão frontal,Não  ,4,0,0,0
645045,Curva acentuada,Com Vítimas Feridas,Simples,Curva,Pleno dia,Chuva,Colisão transversal,Não  ,0,2,0,0
645452,Acesso irregular,Com Vítimas Feridas,Dupla,Declive;Reta;Retorno Regulamentado,Pleno dia,Céu Claro,Queda de ocupante de veículo,Não  ,0,0,2,1
645708,Declive acentuado,Com Vítimas Fatais,Dupla,Reta;Aclive,Pleno dia,Chuva,Saída de leito carroçável,Não  ,8,4,0,0
645724,Pista Escorregadia,Com Vítimas Fatais,Simples,Declive;Reta,Pleno dia,Chuva,Colisão frontal,Não  ,2,0,0,0
646749,Sinalização mal posicionada,Com Vítimas Fatais,Simples,Em Obras;Reta,Pleno dia,Céu Claro,Atropelamento de Pedestre,Sim  ,4,0,0,2
647110,Curva acentuada,Sem Vítimas,Simples,Declive;Reta,Pleno dia,Chuva,Saída de leito carroçável,Não  ,0,0,0,0
647381,Deficiência do Sistema de Iluminação/Sinalização,Sem Vítimas,Simples,Reta,Plena Noite,Céu Claro,Colisão traseira,Não  ,0,0,0,0
647492,Falta de elemento de contenção que evite a saída do leito carroçável,Com Vítimas Feridas,Simples,Reta,Pleno dia,Céu Claro,Capotamento,Não  ,0,2,2,0
647790,Iluminação deficiente,Com Vítimas Feridas,Dupla,Reta,Plena Noite,Céu Claro,Queda de ocupante de veículo,Sim  ,0,3,3,2
647902,Acumulo de água sobre o pavimento,Sem Vítimas,Simples,Reta,Pleno dia,Chuva,Capotamento,Não  ,0,0,0,0
647930,Demais falhas na via,Com Vítimas Feridas,Dupla,Reta,Pleno dia,Céu Claro,Saída de leito carroçável,Sim  ,0,0,4,2
647931,Pista Escorregadia,Com Vítimas Feridas,Dupla,Declive;Retorno Regulamentado;Reta,Pleno dia,Chuva,Colisão com objeto,Sim  ,0,0,2,1
648242,Iluminação deficiente,Com Vítimas Feridas,Dupla,Reta;Aclive,Anoitecer,Céu Claro,Atropelamento de Pedestre,Não  ,0,0,2,0
648606,Acumulo de óleo sobre o pavimento,Sem Vítimas,Dupla,Declive;Reta,Plena Noite,Chuva,Colisão com objeto,Sim  ,0,0,0,1
648676,Pista Escorregadia,Sem Vítimas,Dupla,Reta,Pleno dia,Céu Claro,Colisão com objeto,Sim  ,0,0,0,1
648773,Acumulo de água sobre o pavimento,Com Vítimas Feridas,Dupla,Declive;Reta,Pleno dia,Chuva,Saída de leito carroçável,Não  ,0,0,4,2
649039,Iluminação deficiente,Com Vítimas Feridas,Simples,Reta,Plena Noite,Céu Claro,Colisão transversal,Sim  ,0,0,2,2
649185,Acumulo de água sobre o pavimento,Sem Vítimas,Dupla,Reta;Aclive,Pleno dia,Chuva,Capotamento,Não  ,0,0,0,0
649254,Acumulo de água sobre o pavimento,Com Vítimas Feridas,Simples,Curva,Plena Noite,Nevoeiro/Neblina,Colisão lateral sentido oposto,Não  ,0,0,1,0
649606,Acumulo de água sobre o pavimento,Com Vítimas Feridas,Dupla,Declive,Pleno dia,Chuva,Capotamento,Não  ,0,0,2,2
649864,Acumulo de água sobre o pavimento,Sem Vítimas,Dupla,Declive;Reta;Retorno Regulamentado,Pleno dia,Chuva,Tombamento,Sim  ,0,0,0,1
649901,Pista Escorregadia,Com Vítimas Feridas,Dupla,Reta,Pleno dia,Chuva,Colisão traseira,Sim  ,0,0,2,1
650718,Acesso irregular,Com Vítimas Feridas,Simples,Reta,Pleno dia,Céu Claro,Queda de ocupante de veículo,Não  ,0,2,0,2
650758,Acumulo de água sobre o pavimento,Com Vítimas Feridas,Dupla,Reta;Declive,Pleno dia,Chuva,Saída de leito carroçável,Sim  ,0,0,2,2
651102,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Feridas,Simples,Curva,Plena Noite,Chuva,Queda de ocupante de veículo,Sim  ,0,2,0,0
651888,Acumulo de água sobre o pavimento,Com Vítimas Feridas,Simples,Curva,Pleno dia,Chuva,Capotamento,Não  ,0,0,1,0
656770,Iluminação deficiente,Com Vítimas Feridas,Simples,Reta,Plena Noite,Céu Claro,Queda de ocupante de veículo,Sim  ,0,2,0,2
