id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,latitude,longitude,total_vitimas,n_mortos,n_feridos_graves,n_feridos_leves,n_ilesos,n_ignorados,indice_gravidade,gravidade_cat,tracado_simplificado,pista_tipo,area_tipo,clima_adverso,periodo_dia,municipio_clean
592313,2024-04-07,domingo,01:09:00,DF,70,17   ,BRASILIA,Sim,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Dupla,Reta,Sim  ,-15.794133,-48.202095,12,0,0,12,0,0,12,Leve,Reta,Simples,Urbana,Adverso,Noite,BRASILIA
592939,2024-04-09,terça-feira,19:25:00,DF,80,11   ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Sim  ,-15.7309205,-48.1815827,2,0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA
593098,2024-04-10,quarta-feira,15:10:00,DF,20,"6,3  ",BRASILIA,Não,Avarias e/ou desgaste excessivo no pneu,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Curva;Declive;Retorno Regulamentado,Sim  ,-15.665888,-47.808308,8,0,0,0,8,0,0,Sem_Lesoes,Curva,Simples,Urbana,Adverso,Dia,BRASILIA
594167,2024-04-15,segunda-feira,14:50:00,GO,60,50   ,ABADIANIA,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Declive;Curva,Não  ,-16.1625,-48.624,18,0,0,6,12,0,6,Leve,Curva,Simples,Rural,Normal,Dia,ABADIANIA
594304,2024-03-19,terça-feira,10:35:00,DF,20,"11,4 ",BRASILIA,Sim,Manobra de mudança de faixa,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.64654,-47.766422,12,0,6,0,6,0,12,Grave,Reta,Simples,Urbana,Normal,Dia,BRASILIA
594980,2024-04-19,sexta-feira,15:00:00,DF,251,56   ,BRASILIA,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não  ,-15.9832031,-47.9444851,9,0,0,9,0,0,9,Leve,Curva,Simples,Rural,Normal,Dia,BRASILIA
595656,2024-04-22,segunda-feira,09:00:00,GO,60,24   ,ALEXANIA,Não,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive;Retorno Regulamentado,Não  ,-16.0963,-48.5202,18,0,0,6,6,6,6,Leve,Inclinacao,Simples,Rural,Normal,Dia,ALEXANIA
595763,2024-04-22,segunda-feira,21:20:00,DF,60,4    ,BRASILIA,Não,Pista Escorregadia,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.892721,-48.095741,6,0,0,6,0,0,6,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA
595859,2024-04-23,terça-feira,14:40:00,GO,70,7    ,AGUAS LINDAS DE GOIAS,Não,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Curva,Sim  ,-15.7437553,-48.2677971,12,0,6,0,6,0,12,Grave,Curva,Simples,Urbana,Normal,Dia,AGUAS LINDAS DE GOIAS
595885,2024-04-23,terça-feira,16:50:00,GO,20,39   ,FORMOSA,Não,Desvio temporário,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Aclive,Não  ,-15.419437,-47.098999,14,0,0,2,2,10,2,Leve,Inclinacao,Simples,Rural,Normal,Dia,FORMOSA
595936,2024-04-23,terça-feira,21:07:00,DF,20,13   ,BRASILIA,Sim,Acumulo de água sobre o pavimento,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta;Declive,Sim  ,-15.638752,-47.749599,27,0,0,27,0,0,27,Leve,Inclinacao,Simples,Urbana,Adverso,Noite,BRASILIA
596960,2024-04-28,domingo,15:35:00,GO,40,"8,6  ",LUZIANIA,Sim,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Retorno Regulamentado;Reta,Sim  ,-16.131158,-47.957739,12,0,3,3,3,3,9,Grave,Reta,Simples,Urbana,Normal,Dia,LUZIANIA
597079,2024-04-28,domingo,22:20:00,GO,414,332  ,COCALZINHO DE GOIAS,Sim,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Declive;Curva,Não  ,-15.580993,-48.628662,1,0,0,1,0,0,1,Leve,Curva,Simples,Rural,Adverso,Noite,COCALZINHO DE GOIAS
599147,2024-05-08,quarta-feira,20:00:00,GO,40,"129,7",CRISTALINA,Não,Velocidade Incompatível,Capotamento,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não  ,-16.900374,-47.353735,64,16,0,32,16,0,96,Fatal,Reta,Simples,Rural,Normal,Noite,CRISTALINA
599742,2024-05-11,sábado,10:57:00,DF,70,5    ,BRASILIA,Sim,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não  ,-15.794656,-48.096779,1,0,0,1,0,0,1,Leve,Reta,Simples,Rural,Normal,Dia,BRASILIA
599835,2024-05-11,sábado,19:30:00,GO,40,22   ,LUZIANIA,Não,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-16.227484,-47.914109,24,0,24,0,0,0,48,Grave,Reta,Simples,Urbana,Normal,Noite,LUZIANIA
600094,2024-05-12,domingo,17:40:00,GO,414,376  ,COCALZINHO DE GOIAS,Sim,Acesso irregular,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta;Declive,Sim  ,-15.8168199,-48.7801857,4,0,0,2,1,1,2,Leve,Inclinacao,Simples,Urbana,Normal,Transicao,COCALZINHO DE GOIAS
600095,2024-05-12,domingo,18:40:00,GO,60,"45,3 ",ALEXANIA,Não,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Crescente,Ignorado,Dupla,Reta;Aclive,Não  ,-16.1324,-48.5977,210,35,0,0,105,70,140,Fatal,Inclinacao,Simples,Rural,Adverso,Noite,ALEXANIA
600381,2024-05-14,terça-feira,02:00:00,GO,60,46   ,ALEXANIA,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva;Aclive,Não  ,-16.1417,-48.5988,3,0,0,3,0,0,3,Leve,Curva,Simples,Rural,Normal,Noite,ALEXANIA
602168,2024-05-22,quarta-feira,09:00:00,GO,60,"73,3 ",ABADIANIA,Não,Sinalização mal posicionada,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Declive;Ponte,Não  ,-16.2759,-48.7774,450,0,0,60,240,150,60,Leve,Inclinacao,Simples,Rural,Normal,Dia,ABADIANIA
602067,2024-05-21,terça-feira,18:10:00,GO,40,"9,6  ",LUZIANIA,Não,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-16.131158,-47.957739,18,0,0,6,12,0,6,Leve,Reta,Simples,Urbana,Normal,Noite,LUZIANIA
602097,2024-05-21,terça-feira,20:00:00,GO,40,17   ,LUZIANIA,Não,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Fatais,Plena Noite,Decrescente,Ignorado,Dupla,Reta;Declive,Não  ,-16.18487,-47.928641,8,8,0,0,0,0,32,Fatal,Inclinacao,Simples,Rural,Adverso,Noite,LUZIANIA
602220,2024-05-22,quarta-feira,12:40:00,GO,20,4    ,FORMOSA,Não,Condutor usando celular,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Declive,Sim  ,-15.561395,-47.313698,12,0,0,4,8,0,4,Leve,Inclinacao,Simples,Urbana,Normal,Dia,FORMOSA
602293,2024-05-22,quarta-feira,19:45:00,GO,20,8    ,FORMOSA,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Declive,Não  ,-15.551153,-47.283253,24,0,0,24,0,0,24,Leve,Inclinacao,Simples,Rural,Normal,Noite,FORMOSA
602313,2024-05-22,quarta-feira,22:00:00,GO,30,5    ,FORMOSA,Não,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Curva;Aclive,Sim  ,-15.551025,-47.302346,6,6,0,0,0,0,24,Fatal,Curva,Simples,Urbana,Normal,Noite,FORMOSA
602802,2024-05-25,sábado,03:53:00,GO,20,62   ,FORMOSA,Sim,Falta de elemento de contenção que evite a saída do leito carroçável,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Vento,Simples,Curva;Declive,Não  ,-15.22989,-47.172417,12,0,6,0,0,6,12,Grave,Curva,Simples,Rural,Adverso,Noite,FORMOSA
603088,2024-05-26,domingo,12:10:00,GO,40,"7,4  ",VALPARAISO DE GOIAS,Não,Entrada inopinada do pedestre,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-16.108482,-47.972524,20,0,0,10,10,0,10,Leve,Reta,Simples,Urbana,Normal,Dia,VALPARAISO DE GOIAS
603591,2024-05-28,terça-feira,14:35:00,DF,251,34   ,BRASILIA,Não,Ausência de reação do condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Aclive,Não  ,-15.938301,-47.759799,6,0,0,3,0,3,3,Leve,Inclinacao,Simples,Rural,Normal,Dia,BRASILIA
603729,2024-05-29,quarta-feira,10:15:00,DF,20,18   ,BRASILIA,Sim,Falta de elemento de contenção que evite a saída do leito carroçável,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Sim  ,-15.616901,-47.708927,4,0,0,2,2,0,2,Leve,Inclinacao,Simples,Urbana,Normal,Dia,BRASILIA
603946,2024-05-29,quarta-feira,19:10:00,GO,40,83   ,CRISTALINA,Não,Pista Escorregadia,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não  ,-16.692061,-47.697907,4,0,0,0,4,0,0,Sem_Lesoes,Reta,Simples,Rural,Normal,Noite,CRISTALINA
604626,2024-06-02,domingo,05:30:00,DF,80,"2,5  ",BRASILIA,Sim,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Ignorado,Simples,Curva,Não  ,-15.732491,-48.093361,6,0,0,3,3,0,3,Leve,Curva,Simples,Rural,Adverso,Transicao,BRASILIA
604751,2024-06-02,domingo,18:03:00,GO,70,7    ,AGUAS LINDAS DE GOIAS,Não,Ausência de sinalização,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta;Retorno Regulamentado,Sim  ,-15.7437553,-48.2677971,12,0,0,6,6,0,6,Leve,Reta,Simples,Urbana,Normal,Transicao,AGUAS LINDAS DE GOIAS
605069,2024-04-03,quarta-feira,14:00:00,GO,60,"25,8 ",ALEXANIA,Sim,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Ignorado,Dupla,Declive;Reta,Não  ,-16.108251,-48.44892,2,0,0,2,0,0,2,Leve,Inclinacao,Simples,Rural,Adverso,Dia,ALEXANIA
605266,2024-06-05,quarta-feira,06:50:00,DF,80,"12,7 ",BRASILIA,Sim,Afundamento ou ondulação no pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Em Obras;Reta,Não  ,-15.728034,-48.193768,2,0,0,2,0,0,2,Leve,Reta,Simples,Rural,Normal,Dia,BRASILIA
607115,2024-06-13,quinta-feira,07:20:00,GO,40,"2,2  ",VALPARAISO DE GOIAS,Não,Trafegar com motocicleta (ou similar) entre as faixas,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-16.0725271,-47.9847407,60,0,0,30,15,15,30,Leve,Reta,Simples,Urbana,Normal,Dia,VALPARAISO DE GOIAS
607381,2024-06-14,sexta-feira,09:00:00,DF,70,"19,7 ",BRASILIA,Sim,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Aclive,Não  ,-15.788868,-48.220242,18,0,0,6,12,0,6,Leve,Inclinacao,Simples,Rural,Normal,Dia,BRASILIA
607856,2024-06-16,domingo,07:50:00,DF,70,0    ,BRASILIA,Não,Sinalização mal posicionada,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim  ,-15.792352,-48.054509,4,0,0,2,2,0,2,Leve,Reta,Multipla,Urbana,Normal,Dia,BRASILIA
607875,2024-06-16,domingo,10:25:00,GO,20,1    ,FORMOSA,Não,Demais falhas na via,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não  ,-15.579424,-47.334297,20,0,0,8,12,0,8,Leve,Reta,Simples,Rural,Normal,Dia,FORMOSA
607932,2024-06-16,domingo,16:45:00,DF,20,42   ,BRASILIA,Não,Declive acentuado,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Declive,Não  ,-15.579221,-47.494339,15,0,0,3,9,3,3,Leve,Inclinacao,Simples,Rural,Normal,Dia,BRASILIA
608092,2024-06-17,segunda-feira,05:50:00,GO,40,"154,1",CRISTALINA,Não,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Curva,Não  ,-17.021539,-47.178851,4,0,0,2,2,0,2,Leve,Curva,Simples,Rural,Normal,Transicao,CRISTALINA
608108,2024-06-17,segunda-feira,10:00:00,GO,40,"11,8 ",LUZIANIA,Não,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim  ,-16.138336,-47.951644,18,0,0,6,12,0,6,Leve,Reta,Simples,Urbana,Normal,Dia,LUZIANIA
608336,2024-03-14,quinta-feira,00:15:00,GO,40,25   ,LUZIANIA,Não,Demais falhas na via,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Interseção de Vias,Não  ,-16.252751,-47.900453,4,0,0,4,0,0,4,Leve,Reta,Simples,Rural,Normal,Noite,LUZIANIA
608495,2024-06-19,quarta-feira,05:45:00,GO,40,"42,1 ",LUZIANIA,Não,Declive acentuado,Capotamento,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Curva;Declive,Não  ,-16.367802,-47.826972,12,4,0,0,0,8,16,Fatal,Curva,Simples,Rural,Normal,Transicao,LUZIANIA
608795,2024-06-20,quinta-feira,14:00:00,GO,20,21   ,FORMOSA,Não,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Interseção de Vias,Não  ,-15.548405,-47.169384,10,0,0,10,0,0,10,Leve,Curva,Simples,Rural,Normal,Dia,FORMOSA
608882,2024-06-21,sexta-feira,01:00:00,GO,40,80   ,CRISTALINA,Não,Deficiência do Sistema de Iluminação/Sinalização,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não  ,-16.669464,-47.713391,4,0,0,4,0,0,4,Leve,Reta,Simples,Rural,Normal,Noite,CRISTALINA
609677,2024-06-24,segunda-feira,05:50:00,GO,251,"26,5 ",CRISTALINA,Não,Iluminação deficiente,Queda de ocupante de veículo,Com Vítimas Fatais,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Sim  ,-16.1061034,-47.4947764,12,6,0,0,6,0,24,Fatal,Reta,Simples,Urbana,Normal,Transicao,CRISTALINA
609827,2024-06-24,segunda-feira,19:45:00,GO,80,2    ,PADRE BERNARDO,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não  ,-15.502505,-48.21132,4,0,4,0,0,0,8,Grave,Reta,Simples,Rural,Normal,Noite,PADRE BERNARDO
610121,2024-06-26,quarta-feira,06:10:00,GO,80,132  ,VILA PROPICIO,Não,Deficiência do Sistema de Iluminação/Sinalização,Capotamento,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Retorno Regulamentado;Interseção de Vias,Não  ,-15.208875,-48.697312,16,0,0,12,4,0,12,Leve,Reta,Simples,Rural,Normal,Transicao,VILA PROPICIO
611390,2024-07-01,segunda-feira,23:20:00,GO,20,"39,1 ",FORMOSA,Não,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Declive,Não  ,-15.419437,-47.098999,8,0,8,0,0,0,16,Grave,Inclinacao,Simples,Rural,Normal,Noite,FORMOSA
612150,2024-07-05,sexta-feira,11:07:00,GO,40,"24,8 ",LUZIANIA,Não,Velocidade Incompatível,Queda de ocupante de veículo,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim  ,-16.2504953,-47.9022419,12,6,0,0,6,0,24,Fatal,Reta,Simples,Urbana,Normal,Dia,LUZIANIA
612955,2024-07-08,segunda-feira,08:05:00,DF,60,5    ,BRASILIA,Não,Afundamento ou ondulação no pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.895438,-48.104771,2,0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA
613407,2024-07-10,quarta-feira,07:45:00,DF,0,0    ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão transversal,Sem Vítimas,Amanhecer,Não Informado,Sol,Dupla,Rotatória,Sim  ,-15.871818,-47.973283,6,0,0,0,6,0,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Transicao,BRASILIA
614143,2024-07-13,sábado,12:18:00,DF,251,"47,1 ",BRASILIA,Não,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim  ,-15.948113,-47.845235,27,0,9,18,0,0,36,Grave,Reta,Simples,Urbana,Normal,Dia,BRASILIA
613988,2024-07-12,sexta-feira,18:45:00,DF,251,58   ,BRASILIA,Não,Iluminação deficiente,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não  ,-15.948113,-47.845235,8,0,0,4,4,0,4,Leve,Reta,Simples,Rural,Normal,Noite,BRASILIA
614633,2024-07-15,segunda-feira,13:10:00,DF,251,51   ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim  ,-15.933754,-47.817089,15,0,0,0,15,0,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Dia,BRASILIA
614934,2024-07-17,quarta-feira,00:30:00,DF,70,"7,4  ",BRASILIA,Não,Iluminação deficiente,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Declive;Reta,Sim  ,-15.787601,-48.114429,8,0,0,8,0,0,8,Leve,Inclinacao,Simples,Urbana,Normal,Noite,BRASILIA
615372,2024-07-19,sexta-feira,03:00:00,GO,20,36   ,FORMOSA,Não,Demais falhas na via,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Declive;Em Obras,Não  ,-15.446499,-47.097328,18,0,0,6,12,0,6,Leve,Inclinacao,Simples,Rural,Normal,Noite,FORMOSA
615650,2024-07-20,sábado,07:18:00,DF,80,22   ,BRASILIA,Não,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Interseção de Vias,Sim  ,-15.647892,-48.201756,16,0,0,4,12,0,4,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA
615682,2024-07-20,sábado,10:52:00,GO,40,13   ,LUZIANIA,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Ponte;Reta,Sim  ,-16.151832,-47.939162,4,0,0,4,0,0,4,Leve,Obra_Arte,Simples,Urbana,Normal,Dia,LUZIANIA
615858,2024-07-21,domingo,05:15:00,GO,70,0    ,AGUAS LINDAS DE GOIAS,Não,Curva acentuada,Saída de leito carroçável,Sem Vítimas,Amanhecer,Crescente,Ignorado,Dupla,Aclive;Curva,Não  ,-15.783543,-48.2326,3,0,0,0,3,0,0,Sem_Lesoes,Curva,Simples,Rural,Adverso,Transicao,AGUAS LINDAS DE GOIAS
617038,2024-07-26,sexta-feira,17:00:00,DF,70,19   ,BRASILIA,Não,Curva acentuada,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive;Curva,Sim  ,-15.788868,-48.220242,6,0,6,0,0,0,12,Grave,Curva,Simples,Urbana,Normal,Dia,BRASILIA
617039,2024-07-26,sexta-feira,16:00:00,DF,20,"3,9  ",BRASILIA,Não,Frear bruscamente,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Não  ,-15.679851,-47.832211,8,0,0,8,0,0,8,Leve,Inclinacao,Simples,Rural,Normal,Dia,BRASILIA
617461,2024-07-28,domingo,06:10:00,GO,40,"73,9 ",CRISTALINA,Sim,Acumulo de óleo sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Curva;Aclive,Não  ,-16.621476,-47.748846,1,0,0,1,0,0,1,Leve,Curva,Simples,Rural,Normal,Transicao,CRISTALINA
617811,2024-07-30,terça-feira,06:24:00,DF,40,7    ,BRASILIA,Sim,Acumulo de óleo sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-16.038666,-47.979691,2,0,0,1,1,0,1,Leve,Reta,Simples,Urbana,Normal,Transicao,BRASILIA
618022,2024-06-09,domingo,15:53:00,GO,20,3    ,FORMOSA,Sim,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Declive,Sim  ,-15.567487,-47.320309,4,0,2,0,2,0,4,Grave,Inclinacao,Simples,Urbana,Normal,Dia,FORMOSA
618696,2024-08-03,sábado,05:15:00,GO,20,"56,1 ",FORMOSA,Não,Reação tardia ou ineficiente do condutor,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não  ,-15.280248,-47.154476,8,4,0,0,4,0,16,Fatal,Reta,Simples,Rural,Normal,Noite,FORMOSA
618844,2024-08-03,sábado,19:16:00,DF,60,"7,5  ",BRASILIA,Não,Velocidade Incompatível,Queda de ocupante de veículo,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Múltipla,Declive;Reta,Sim  ,-15.89927,-48.1162262,36,12,0,12,0,12,60,Fatal,Inclinacao,Multipla,Urbana,Normal,Noite,BRASILIA
620272,2024-08-10,sábado,07:20:00,DF,60,"5,4  ",BRASILIA,Não,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Sim  ,-15.896838,-48.10911,12,0,6,0,0,6,12,Grave,Inclinacao,Simples,Urbana,Normal,Dia,BRASILIA
620603,2024-08-11,domingo,18:00:00,DF,80,"32,2 ",BRASILIA,Não,Restrição de visibilidade em curvas verticais,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não  ,-15.574078,-48.191849,40,8,0,32,0,0,64,Fatal,Curva,Simples,Rural,Normal,Noite,BRASILIA
620875,2024-08-12,segunda-feira,22:20:00,DF,80,"9,8  ",BRASILIA,Sim,Pista Escorregadia,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Rotatória,Sim  ,-15.731064,-48.159393,2,0,2,0,0,0,4,Grave,Reta,Simples,Urbana,Normal,Noite,BRASILIA
621146,2024-08-14,quarta-feira,07:55:00,DF,20,"10,4 ",BRASILIA,Não,Acumulo de areia ou detritos sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Em Obras,Sim  ,-15.648315,-47.770342,4,0,4,0,0,0,8,Grave,Reta,Simples,Urbana,Normal,Dia,BRASILIA
621483,2024-08-16,sexta-feira,02:10:00,DF,70,11   ,BRASILIA,Não,Iluminação deficiente,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.789762,-48.148727,8,0,0,8,0,0,8,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA
621761,2024-08-17,sábado,08:40:00,DF,20,"10,8 ",BRASILIA,Não,Acostamento em desnível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Em Obras;Declive,Sim  ,-15.650243,-47.773872,6,0,0,6,0,0,6,Leve,Inclinacao,Simples,Urbana,Normal,Dia,BRASILIA
621780,2024-08-17,sábado,10:30:00,DF,70,10   ,BRASILIA,Não,Ausência de sinalização,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-15.787066,-48.140709,12,0,0,6,6,0,6,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA
621804,2024-08-17,sábado,12:33:00,DF,20,15   ,BRASILIA,Não,Velocidade Incompatível,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não  ,-15.630189,-47.733288,6,0,0,0,6,0,0,Sem_Lesoes,Reta,Simples,Rural,Normal,Dia,BRASILIA
621874,2024-08-17,sábado,19:00:00,DF,70,"9,9  ",BRASILIA,Não,Iluminação deficiente,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.787066,-48.140709,8,0,0,4,4,0,4,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA
622015,2024-08-18,domingo,09:50:00,DF,20,"14,9 ",BRASILIA,Não,Velocidade Incompatível,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Em Obras;Reta,Não  ,-15.634938,-47.741241,6,0,6,0,0,0,12,Grave,Reta,Simples,Rural,Normal,Dia,BRASILIA
