,indice_gravidade,indice_gravidade,indice_gravidade,indice_gravidade,n_mortos,n_mortos,n_mortos,n_feridos_graves,n_feridos_graves,n_feridos_graves
,mean,median,std,count,mean,median,std,mean,median,std
infra_cluster,,,,,,,,,,
0,15.094936708860759,6.0,29.50500075819677,158,1.5949367088607596,0.0,6.544349412404378,1.6075949367088607,0.0,4.162060126583835
1,4.48,2.0,6.621429855653033,25,0.48,0.0,1.4177446878757827,0.24,0.0,0.7234178138070234
2,5.166666666666667,1.5,8.452288238730873,18,0.16666666666666666,0.0,0.7071067811865476,0.5555555555555556,0.0,1.6528841894672626
3,13.25,7.0,15.95676724943469,20,1.55,0.0,4.058454463410788,1.75,0.0,4.351345829317154
4,4.0,4.0,3.139608710833702,15,0.0,0.0,0.0,0.8666666666666667,0.0,1.5522640914238175
